公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级数据算法工程师,3-5年,本科,20k-40k,"平台好,待遇高"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,机器学习/自然语言处理/策略算法工程师,3-5年,本科,15k-30k,"发展前景,福利待遇"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,知识图谱算法工程师(J180201014),3-5年,本科,20k-40k,诱人福利、急速成长、广阔平台
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,音频算法工程师,1-3年,本科,17k-34k,"五险一金,带薪休假"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,高级/资深视频算法工程师,1-3年,硕士,15k-20k,"弹性工作,平台大,业务前景好"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级增长算法专家,1-3年,本科,15k-30k,"平台高,待遇好,氛围好"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,核心出行策略算法工程师,3-5年,本科,20k-40k,"大平台,机器学习,牛人团队,免晚餐"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,核心出行策略算法工程师,1-3年,本科,20k-30k,"大平台,高福利,发展快,成长空间大"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,百度大搜索_资深算法工程师,1-3年,本科,15k-30k,核心产品
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,增长算法架构师,3-5年,本科,20k-40k,"竞争力薪酬,高福利,发展快,成长空间大"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,增长算法架构师,3-5年,本科,20k-40k,"福利好,大平台,牛人多,成长空间大"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,机器学习/计算机视觉算法工程师(J180628019),3-5年,本科,20k-40k,广阔平台、急速成长、诱人福利
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,人脸活体检测算法专家(J180523002),3-5年,本科,20k-40k,广阔平台、急速成长、诱人福利
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,国际策略算法工程师(J180706006),不限,本科,20k-40k,广阔平台、急速成长、诱人福利
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,算法工程师/算法专家（质量架构）(J180621021),3-5年,本科,20k-30k,大平台 快速发展
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级策略算法工程师-大数据(J12031),1-3年,硕士,20k-40k,五险一金
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,百度贴吧推荐算法高级工程师,3-5年,本科,20k-40k,"核心团队,股票激励,战略业务,晋升空间"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,高级/资深视频算法工程师,不限,本科,15k-30k,"平台大,福利优,氛围好"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,自然语言处理/机器学习算法工程师,3-5年,本科,15k-20k,"机会多,平台大,福利好"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,策略算法工程师 — 引擎技术,3-5年,本科,20k-40k,平台好 六险一金
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,语音识别高级算法工程师(J171113003),3-5年,本科,20k-40k,广阔平台、急速成长、诱人福利
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,图像算法工程师,1-3年,本科,20k-40k,"大平台,快速成长,靠谱团队"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,语音声纹高级算法工程师(J171113004),3-5年,本科,20k-40k,广阔平台、急速成长、诱人福利
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,人机对话（语音交互）高级算法工程师(J171113002),3-5年,本科,20k-40k,广阔平台、急速成长、诱人福利
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,AILabs-机器学习算法工程(J180712005),3-5年,本科,20k-40k,广阔平台、急速成长、诱人福利
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,核心出行策略算法专家,3-5年,本科,20k-40k,"竞争力薪酬,高福利,发展快,成长空间大"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,【滴滴社招】【大数据--算法研究员】--北京,3-5年,本科,20k-40k,期权激励，六险一金，BAT团队，福利最全
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,NLP算法工程师,3-5年,本科,20k-40k,"期权激励,六险一金,靠谱团队,福利最全"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,百度凤巢_图像算法工程师,不限,本科,20k-40k,"大牛带领,弹性工作,健身房"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,视频识别算法专家(J180505002),3-5年,本科,20k-40k,广阔平台、急速成长、诱人福利
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,【滴滴社招】【数据高级算法工程师/架构师】--北京,3-5年,本科,20k-40k,期权激励，六险一金，BAT团队，福利最全
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,百度-C++算法工程师,3-5年,本科,15k-30k,"百度大搜,成熟部门"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,自然语言处理/机器学习算法工程师,1-3年,本科,16k-32k,"发展空间大,超牛B同事,办公环境好"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,高级算法测试开发工程师,3-5年,本科,20k-30k,"弹性工作,平台大"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,AILABS-深度学习算法工程师(J180712004),3-5年,本科,20k-40k,广阔平台、急速成长、诱人福利
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,机器学习/自然语言处理算法工程师,3-5年,本科,15K-30K,有竞争力的薪资，广阔平台，晋升空间
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,机器学习/自然语言处理算法工程师,3-5年,本科,15K-30K,发展前景好，薪资待遇好
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,运营产品研发部_算法工程师,1-3年,本科,18k-36k,"平台大,福利多,发展空间大"
平安科技（深圳）有限公司,平安科技,2000人以上,不需要融资,朝阳区,深度学习语音算法工程师或专家（北京）,不限,硕士,15k-30k,"世界50强,带薪年假,节日福利,绩效丰厚"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,推荐技术平台部_Feed流策略算法工程师,不限,本科,15k-25k,薪资福利好
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,机器学习/数据挖掘算法工程师,3-5年,本科,15k-25k,"平台大,团队强,牛人多,伙食好"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,NLP算法工程师(J171117020),3-5年,本科,20k-40k,广阔平台、急速成长、诱人福利
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,朝阳区,数据挖掘工程师（算法）(J11070),不限,本科,15k-25k,"机会众多,数据大牛"
平安科技（深圳）有限公司,平安科技,2000人以上,不需要融资,朝阳区,深度学习图像算法工程师或专家（北京）,不限,硕士,15k-30k,"世界50强,带薪年假,节日福利,绩效丰厚"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,搜索质量平台部_算法工程师（智能测试方向）,3-5年,本科,15k-30k,"发展空间大,薪酬优,平台大,团队牛"
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,联机手写识别算法工程师（HWR）,1-3年,硕士,20k-40k,福利待遇好，有发展前景，半年调薪
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,指纹识别算法工程师（FPR）,1-3年,硕士,20k-40k,公司氛围好 技术大拿多 项目奖金
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,模式识别算法工程师,1-3年,硕士,20k-40k,福利待遇好，有发展前景，半年调薪
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,语音识别算法工程师(ASR),1-3年,本科,20k-40k,高新技术企业 项目奖金 技术大拿多
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,图像目标检测算法工程师（IOD）,1-3年,硕士,20k-40k,福利待遇好，有发展前景，半年调薪
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,人脸识别算法工程师（AFR）,1-3年,硕士,20k-40k,福利待遇好，有发展前景，半年调薪
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,智能问答算法工程师（QA）,1-3年,硕士,20k-40k,人工智能 项目奖金 五险一金 半年调薪
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,算法开发工程师（C++),1-3年,硕士,20k-40k,福利待遇好，有发展前景，半年调薪
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,声纹识别算法工程师（VPR）,1-3年,本科,20k-40k,高新技术企业 项目奖金 技术大拿多
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,语音信号处理算法工程师（SSP),1-3年,硕士,20k-40k,高新技术企业 项目奖金 技术大拿多
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,深度学习算法研究工程师,1-3年,硕士,20k-40k,人工智能、五险一金、项目奖金、半年调薪
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,光学字符识别算法工程师（OCR）,1-3年,硕士,20k-40k,公司氛围好 技术大拿多 项目奖金
北京灵犀联云科技有限公司,灵犀联云,50-150人,B轮,朝阳区,算法工程师,1-3年,本科,20k-35k,"人工智能,已投产项目,核心产品,BAT创业"
杉数科技（北京）有限公司,杉数科技,50-150人,A轮,东城区,算法工程师,不限,硕士,20k-40k,大牛带领 精英团队 成长空间 高薪酬福利
杭州云脑科技有限公司,云脑科技,15-50人,A轮,朝阳区,算法工程师,3-5年,硕士,18k-36k,"五险一金,零食饮料,弹性工作,硅谷团队"
北京点石经纬科技有限公司,新东方教育行业研究院,150-500人,B轮,海淀区,算法工程师,1-3年,本科,15k-30k,"机会多多,K12,大牛多"
北京康夫子科技有限公司,康夫子,15-50人,A轮,西城区,算法工程师,3-5年,本科,20k-30k,"技术大牛多,公司氛围好,15.5薪,七险一金"
北京车薄荷科技有限公司,薄荷保,15-50人,天使轮,海淀区,算法工程师,1-3年,本科,15k-30k,"期权激励,年度奖金,7险1金,餐补团建等"
武汉然诺管理咨询有限公司,RulerTech然诺,15-50人,天使轮,朝阳区,算法工程师,1-3年,本科,20k-35k,"五险一金,周末双休"
灵动科技（北京）有限公司,灵动科技,50-150人,A轮,海淀区,算法工程师,不限,本科,20k-40k,"每周午餐,发展空间大,人工智能,超多福利"
深思考人工智能机器人科技（北京）有限公司,深思考人工智能机器人,50-150人,A轮,海淀区,机器学习与算法工程师/研究员,不限,硕士,15k-30k,"前沿公司,大平台"
北京数字联盟网络科技有限公司,数盟网络,50-150人,B轮,海淀区,算法工程师,3-5年,本科,20k-35k,"弹性工作,员工旅游,各种福利,发展前景好"
小小黛朵（北京）科技有限公司,花生米富,150-500人,B轮,海淀区,算法工程师,3-5年,本科,15k-30k,"团队氛围好,高速发展,福利多多"
灵动科技（北京）有限公司,灵动科技,50-150人,A轮,海淀区,算法工程师,3-5年,不限,15k-30k,"每周午餐,发展空间大,人工智能,弹性工作"
北京陌上花科技有限公司,Yi+,50-150人,B轮,海淀区,算法工程师,1-3年,本科,20k-40k,"弹性工作,期权,技术大牛,绩效奖金"
慧安金科（北京）科技有限公司,慧安金科,50-150人,A轮,海淀区,算法工程师,5-10年,硕士,20k-40k,"技术大牛,五险一金,无限发展"
杉数科技（北京）有限公司,杉数科技,50-150人,A轮,东城区,算法研发工程师,不限,本科,20k-30k,领域大牛导师&amp;精英团队 六险一金 快速成长
北京车势科技有限公司,车势科技,150-500人,A轮,朝阳区,算法工程师,3-5年,本科,20k-30k,办理工作居住证、福利好、国际化
北京凌宇智控科技有限公司,凌宇智控科技,50-150人,A轮,朝阳区,算法工程师,3-5年,硕士,20k-40k,"上升空间大,团队氛围好,股票期权,领导好"
北京小川在线网络技术有限公司,最右,150-500人,B轮,海淀区,算法工程师,1-3年,本科,15k-25k,"五险一金,年底双薪"
北京桔子分期电子商务有限公司,桔子分期,150-500人,A轮,朝阳区,算法工程师,1-3年,本科,20k-35k,"五险一金,年终多薪,弹性工作,节日福利"
融慧金科金融服务外包（北京）有限公司,融慧金科,50-150人,A轮,朝阳区,算法工程师,1-3年,本科,15k-30k,"五险一金,股票期权,带薪年假,地铁周边"
北京纳米维景科技有限公司,纳米维景,50-150人,A轮,海淀区,高级算法工程师,3-5年,硕士,18k-30k,"六险一金,年底双薪,福利优厚,休闲餐点"
Swissmic SA,Swie,15-50人,A轮,海淀区,算法工程师,1-3年,硕士,20k-30k,"快速成长,期权,国际化,欢乐气氛"
北京清帆科技有限公司,清帆科技,15-50人,A轮,海淀区,高级算法工程师,1-3年,硕士,20k-40k,"技术大咖,期权激励,晋升空间大,优秀团队"
中科点击（北京）科技有限公司,中科点击,150-500人,A轮,海淀区,算法工程师,3-5年,本科,20k-35k,"五险一金,扁平管理,全勤奖,节日福利"
北京看了吗视频信息技术有限公司,看了吗视频,50-150人,A轮,朝阳区,算法工程师,1-3年,本科,20k-35k,"准独角兽,多次调薪,资源强大,高速发展"
北京心中有数科技有限公司,KuWeather,15-50人,A轮,海淀区,资深算法工程师,3-5年,硕士,20k-35k,"大牛团队,前沿技术,十四薪,年终奖"
艾普拉斯投资顾问（北京）有限公司,以太创服,150-500人,B轮,朝阳区,算法工程师,不限,本科,20k-30k,"团队背景强,发展空间大,成长快"
武汉元光科技有限公司,车来了,150-500人,B轮,朝阳区,算法工程师,1-3年,本科,15k-30k,"弹性工作制,六险一金,各类补贴,年底多薪"
北京奇点机智信息技术有限公司,奇点机智,15-50人,A轮,海淀区,算法工程师 (Full-time),1-3年,本科,20k-40k,只要你够牛，待遇一定优！
北京福易得信息技术有限公司,福易得,150-500人,未融资,海淀区,算法工程师,1-3年,本科,20k-40k,"无加班,五险一金"
北京云游九州空间科技有限公司,云游九州,15-50人,天使轮,海淀区,算法工程师,3-5年,本科,15k-30k,"时空大数据,慷慨期权,免费书籍"
北京猫眼文化传媒有限公司,猫眼电影,500-2000人,未融资,东城区,算法工程师,1-3年,本科,17k-34k,成长空间大，技术成长快速
灵动科技（北京）有限公司,灵动科技,50-150人,A轮,海淀区,算法高级工程师,不限,本科,20k-40k,"风口行业,大神团队,技术落地,商业化"
印象认知（北京）科技有限公司,印象认知,15-50人,A轮,昌平区,算法工程师,3-5年,本科,15k-30k,"扁平化,牛人多,老板直属"
深圳市易成自动驾驶技术有限公司北京分公司,易成北京,15-50人,未融资,朝阳区,算法工程师,3-5年,本科,15k-30k,"氛围轻松,环境好,待遇好,不打卡"
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,资深--算法工程师,3-5年,本科,15k-30k,"超长年假,福利多,办公环境好,氛围自由"
北京侃家科技有限公司,侃家,500-2000人,B轮,东城区,人工智能 &amp; 算法工程师,不限,硕士,20k-40k,"空间广阔,大数据,深度学习"
北京吉荣数科技有限公司,吉荣数,50-150人,A轮,东城区,算法工程师,3-5年,硕士,20k-35k,"大咖亲代,交通便利,工作弹性,晋升空间大"
北京原子机器人科技有限公司,原子机器人,15-50人,天使轮,海淀区,高级算法工程师,3-5年,硕士,20k-40k,"五险一金,期权激励,公司氛围好,团队年轻化"
北京深醒科技有限公司,深醒科技,150-500人,B轮,海淀区,算法工程师,1-3年,本科,15k-30k,"AI公司,B轮融资,弹性工作,技术氛围"
北京鲸航科技有限公司,鲸航科技,50-150人,天使轮,海淀区,算法工程师,1-3年,本科,20k-35k,"期权池,分红,五险一金,带薪年假"
北京联合天成价值网络科技有限公司,联合天成,15-50人,A轮,海淀区,算法工程师,应届毕业生,硕士,15k-20k,"行业前景好,领导和善,免费下午茶,上升空间大"
北京跃盟科技有限公司,DeepLeaper,50-150人,A轮,朝阳区,算法研发工程师,1-3年,本科,15k-30k,期权丰厚+成长空间巨大+免费午餐+弹性工作
上海阅客信息科技有限公司,阅客公司—唔哩,50-150人,天使轮,朝阳区,算法工程师,3-5年,本科,15k-30k,"免费水果,六险一金,年终奖,弹性工作制"
速感科技（北京）有限公司,速感科技,50-150人,B轮,海淀区,VSLAM算法工程师,1-3年,本科,15k-25k,"免费午晚饭,技术大牛,弹性工作,年底多薪"
北京灵智优诺科技有限公司,灵智优诺,50-150人,A轮,海淀区,算法工程师,1-3年,本科,20k-40k,"六险一金,带薪年假"
北京永安信通科技有限公司,北京永安,50-150人,未融资,海淀区,算法工程师,3-5年,本科,15k-25k,"专注技术,领导好,氛围好,三板上市"
北京地平线信息技术有限公司,地平线机器人,500-2000人,B轮,海淀区,算法工程师- 计算机视觉方向,1-3年,本科,20k-40k,"绩效奖金,办公环境好,弹性办公,交通便利"
深源恒际科技有限公司,深源恒际,15-50人,未融资,海淀区,算法工程师,1-3年,本科,20k-30k,"人工智能,丰厚待遇,团队活跃,扁平管理"
小立教育科技（北京）有限公司,小立教育,15-50人,天使轮,海淀区,算法工程师,1-3年,本科,20k-40k,"交通方便,免费健身,发展空间大,团队氛围好"
北京凤凰理理它信息技术有限公司,凤凰金融,500-2000人,A轮,朝阳区,高级算法工程师,3-5年,本科,20k-40k,"七险一金,带薪假期,弹性工作,绩效奖金"
贵州宽凳智云科技有限公司北京分公司,宽凳科技,50-150人,A轮,朝阳区,算法工程师,不限,硕士,20k-40k,"免费零食,免费健身房,专业指导,免费下午茶"
北京数介科技有限公司,北京数介科技有限公司,50-150人,A轮,西城区,数据挖掘／算法工程师,3-5年,本科,15K-30K,"前沿技术培,带薪年假,不打卡,地铁周边"
亿睿科信息技术（北京）有限公司,亿睿科,50-150人,A轮,朝阳区,高级算法工程师,不限,本科,20k-40k,"发展空间大,弹性工作,五险一金,年底双薪"
北京各色科技有限公司,各色科技,15-50人,A轮,朝阳区,后端/算法工程师,3-5年,本科,20K-30K,"弹性工作制,扁平化管理,租房补贴,成长性高"
北京地平线信息技术有限公司,地平线机器人,500-2000人,B轮,海淀区,感知算法工程师,1-3年,本科,20k-40k,明星创业公司 高薪福利好
山东正心医疗科技有限公司,正心科技,50-150人,A轮,西城区,高级算法工程师,1-3年,本科,15k-25k,算法
北京主线科技有限公司,主线科技,15-50人,天使轮,海淀区,控制算法工程师,应届毕业生,硕士,15k-30k,"核心岗位,竞争力薪酬,行业前景好"
北京集奥聚合科技有限公司,集奥聚合（GEO）,150-500人,B轮,朝阳区,算法工程师,1-3年,本科,20k-30k,"六险一金,奖金,包吃,学习型组织"
艾普拉斯投资顾问（北京）有限公司,以太创服,150-500人,B轮,朝阳区,算法工程师--中级,1-3年,本科,20k-40k,"团队背景强,发展空间大,团队氛围佳"
武汉文网亿联科技有限公司,文网亿联,150-500人,A轮,朝阳区,大数据算法工程师,3-5年,本科,20k-40k,"弹性工作制,五险一金,年底双薪,团队实力强"
北京星尘纪元智能科技有限公司,星尘数据,15-50人,A轮,朝阳区,中级算法工程师,1-3年,硕士,20k-40k,"股票期权,地铁周边,福利好"
江苏曲速教育科技有限公司,极课大数据,150-500人,B轮,朝阳区,算法工程师,不限,硕士,20k-40k,"扁平管理,工作氛围好,氛围活跃,弹性工作"
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,中级-图像算法工程师,3-5年,本科,15k-24k,"带薪年假,福利多,办公环境好,氛围自由"
众趣（北京）科技有限公司,众趣,15-50人,A轮,朝阳区,高级算法工程师,3-5年,本科,15k-30k,"国际领先,国内唯一"
北京主线科技有限公司,主线科技,15-50人,天使轮,海淀区,高精地图算法工程师,不限,硕士,20k-40k,"核心岗位,竞争力薪酬,行业前景好"
北京五八到家信息技术有限公司,58到家,2000人以上,A轮,朝阳区,高级算法工程师,3-5年,硕士,20k-38k,"平台大,团队氛围好,早十晚七"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,算法平台工程师,不限,硕士,20k-40k,牛人云集，扁平管理
北京中网易企秀科技有限公司,易企秀,150-500人,B轮,海淀区,大数据算法工程师,5-10年,本科,20k-40k,"大数据,算法"
北京金堤科技有限公司,天眼查,50-150人,A轮,海淀区,算法工程师,不限,硕士,20k-40k,"核心部门,万千宠爱,五险一金,技术大牛"
北京异构智能科技有限公司,NovuMind Inc.,15-50人,B轮,海淀区,算法工程师,1-3年,硕士,20k-40k,"股票期权,带薪年假,年终奖,扁平管理"
北京长亭科技有限公司,长亭科技,50-150人,B轮,海淀区,算法工程师,不限,本科,18k-36k,"带薪年假,工作餐,无限零食,五险一金"
北京斗米优聘科技发展有限公司,斗米,500-2000人,B轮,海淀区,算法工程师,1-3年,本科,20k-35k,"团队优秀,扁平管理,五险一金,节假日福利"
北京水滴互联科技有限公司,水滴互助,150-500人,A轮,朝阳区,算法工程师,1-3年,本科,20k-40k,"技术大咖,弹性工作,五险一金,周末双休"
北京恩思特管理咨询有限公司,北京恩思特,50-150人,未融资,朝阳区,大数据算法工程师,1-3年,本科,18k-25k,"五险一金,团队好,不出差,年终奖"
北京主线科技有限公司,主线科技,15-50人,天使轮,海淀区,高精地图算法工程师,应届毕业生,硕士,15k-30k,"核心岗位,竞争力薪酬,行业前景好,自动驾驶"
北京数美时代科技有限公司,数美,150-500人,B轮,朝阳区,高级算法工程师,1-3年,本科,20k-40k,"海量数据,大牛云集,股票期权,飞速发展"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,VSLAM算法工程师,1-3年,硕士,18k-35k,补充医疗、补助、年终奖、股票期权
北京极智嘉科技有限公司,极智嘉,150-500人,B轮,朝阳区,系统研发部-数据算法工程师,不限,硕士,20k-40k,"六险一金,弹性工作,免费果茶"
北京山和朋友们科技有限公司,立刻出行,500-2000人,B轮,海淀区,算法工程师,1-3年,本科,20k-40k,"五险一金,双休,节日"
北京柠檬微趣科技股份有限公司,柠檬微趣,50-150人,A轮,西城区,大数据算法工程师,1-3年,本科,20k-30k,"大牛多,平台成长快,福利好,自由管理"
北京轻威科技有限责任公司,ZVR,15-50人,A轮,朝阳区,光惯融合算法工程师,1年以下,本科,15k-25k,"惯性传感器,误差建模,标定与补偿,建模技术"
睦星科技（北京）有限公司,睦星科技,15-50人,天使轮,海淀区,算法工程师,应届毕业生,本科,15k-25k,"牛人指导,环境优美,零食诱惑,快速成长"
艺恩世纪国际信息咨询（北京）有限公司,艺恩,50-150人,未融资,朝阳区,算法工程师,不限,本科,20k-40k,"紧邻地铁,补充医疗,弹性工时,带薪病假"
北京八月小岛科技有限公司,BCTOPIA,150-500人,天使轮,昌平区,AI算法工程师,1-3年,硕士,20k-40k,"区块链,创业公司,高薪,蓝海行业"
北京推想科技有限公司,推想科技,150-500人,B轮,朝阳区,算法工程师 (MJ000080),不限,本科,20k-40k,"人工智能,弹性不打卡,大牛多多,年终奖丰厚"
程创（北京）科技有限公司,程创科技,少于15人,天使轮,海淀区,算法工程师-自然语言处理／机器学习,1-3年,本科,15k-30k,"高速成长,期权,创业,五险一金"
北京主线科技有限公司,主线科技,15-50人,天使轮,海淀区,定位算法工程师,不限,硕士,20k-40k,"核心岗位,竞争力薪酬,行业前景好"
北京地平线信息技术有限公司,地平线机器人,500-2000人,B轮,海淀区,软件开发工程师（算法实现方向）,不限,不限,20k-40k,明星创业公司 AI行业 高薪待遇
北京迪路科技有限公司,迪路科技,少于15人,天使轮,海淀区,点云算法工程师,1-3年,硕士,15k-30k,"五险一金,弹性工作,股票期权"
银河水滴科技（北京）有限公司,水滴科技,50-150人,A轮,海淀区,算法工程师（环境感知）,3-5年,本科,15k-30k,"自动驾驶,深度学习,计算机视觉"
北京朗镜科技有限责任公司,朗镜科技,50-150人,B轮,朝阳区,AI 算法工程师,不限,本科,20k-30k,"优秀团队,前景光明,发展空间大,福利齐全"
程创（北京）科技有限公司,程创科技,少于15人,天使轮,海淀区,算法开发工程师,1-3年,本科,15k-25k,"高速成长,期权,创业,五险一金"
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,蚂蚁金服专场招聘-高级算法工程师／架构师-应用算法,3-5年,本科,20k-40k,大平台
北京猫眼文化传媒有限公司,猫眼电影,500-2000人,未融资,朝阳区,机器学习、数据挖掘算法工程师/高级算法工程师,不限,本科,15K-30K,弹性工作
北京开拓天际科技有限公司,开拓天际,50-150人,A轮,海淀区,AI算法工程师,1-3年,本科,15k-30k,"五险一金,人工智能,绩效奖金,餐费补助"
北京车和家信息技术有限责任公司,车和家,500-2000人,B轮,朝阳区,自动驾驶算法研发工程师-自定位算法方向,3-5年,硕士,20k-40k,"扁平化管理,六险一金,团队氛围好,公司发展好"
北京零秒科技有限公司,零秒科技,15-50人,A轮,海淀区,算法工程师（语义理解）,3-5年,硕士,20k-30k,"晋升空间大,硅谷团队,免费两餐,扁平管理"
深圳市易成自动驾驶技术有限公司北京分公司,易成北京,15-50人,未融资,朝阳区,传感器融合算法工程师,3-5年,本科,15k-30k,"氛围好,环境好,待遇好,有活力"
上海摩象网络科技有限公司,上海摩象网络科技有限公司,50-150人,A轮,海淀区,移动端算法工程师,3-5年,硕士,20k-40k,"空间大,环境好"
北京睿企信息科技有限公司,北京睿企信息科技有限公司,15-50人,天使轮,朝阳区,图像/视频算法工程师,3-5年,硕士,20k-40k,"五险一金,不定期团建,带薪年假,年终奖"
北京领骏科技有限公司,领骏科技,15-50人,天使轮,海淀区,无人车感知算法工程师,1-3年,本科,15k-25k,"五险一金,免费午餐,定期体检,节假日福利"
北京微方程科技有限公司,LinkedME,50-150人,A轮,海淀区,用户画像算法工程师,3-5年,本科,20k-30k,"海量数据,工程师氛围,大厂班底,技术大牛多"
北京数美时代科技有限公司,数美,150-500人,B轮,朝阳区,高级算法工程师（SRL方向）,1-3年,本科,20k-40k,"飞速发展,大佬领投,海量数据,顶级团队"
北京转转精神科技有限责任公司,转转,500-2000人,A轮,海淀区,算法策略工程师,1-3年,本科,20K-40K,"空家大,难度高"
北京地平线信息技术有限公司,地平线机器人,500-2000人,B轮,海淀区,算法策略工程师,不限,本科,20k-40k,福利好，待遇佳，团队nice，发展前景广阔
深动科技（北京）有限公司,DeepMotion深动科技,15-50人,A轮,海淀区,激光点云算法工程师,不限,本科,20k-40k,"大牛指导,扁平化管理,弹性工时,学术氛围浓"
北京深瞐科技有限公司,深瞐科技,50-150人,B轮,海淀区,高级算法工程师（北京）,3-5年,硕士,20k-40k,"各种补助,年度体检,定期团建,14-16"
北京银河润泰科技有限公司,北京银河润泰,50-150人,A轮,朝阳区,核心算法工程师,1-3年,硕士,20k-30k,"五险一金,公司氛围好,监考机器人"
北京一斗嘉禾科技有限公司,一斗科技,少于15人,天使轮,昌平区,算法研究员,不限,本科,15k-30k,"员工持股,自由时间"
达闼科技（北京）有限公司,达闼科技,150-500人,B轮,朝阳区,人脸属性检测算法工程师,3-5年,硕士,17k-34k,"行业前景好,公司潜力大,发展空间大,福利待遇佳"
北京和气聚力教育科技有限公司,好专业升学规划研究院,50-150人,A轮,朝阳区,算法建模工程师,应届毕业生,本科,10k-20k,"弹性工作,扁平组织,创意团队,福利年假"
